,ict_fvg,ict_order_block,ict_liquidity_sweep,ict_mss
2024-11-22,0.007101328279235375,0.0,0.0,0.0
2024-11-25,0.004956353185034956,-0.0027127780034841287,-0.0005805226330788393,-0.003790713351832564
2024-11-26,0.004180353769048795,-0.0001666666666666483,-0.001182806110364254,-0.0013371740713681302
2024-11-27,-0.008538285764212228,0.0,-0.0003174625571545908,-0.0001666666666666483
2024-11-29,0.0014934016744176937,0.0006131296540059505,-0.001629096244500361,0.0006131296540059505
2024-12-02,0.0038881005906012955,0.0007179984767342606,0.0,0.0007179984767342606
2024-12-03,-0.0006599169728875864,-0.0001666666666666483,0.0,-0.0001666666666666483
2024-12-04,-0.003383954646992149,0.0020047349459220154,0.0,0.0
2024-12-05,-0.0012433593689277211,-0.0003333333333332966,0.0,0.0
2024-12-06,-0.0013664076691908278,-0.0004886080890096345,0.0,0.0
2024-12-09,-0.0022606017821362734,-0.0003333333333332966,0.0,0.0
2024-12-10,0.00023133296450938978,0.0,-0.002209133561324572,0.0011835671845261686
2024-12-11,-0.010082471387786396,0.0014282162986076763,0.001495038853709385,-0.0017220246717228882
2024-12-12,0.0004984374145697856,-0.0001666666666666483,-0.004458048892898359,0.0002624200103775731
2024-12-13,-0.004891742480878314,-0.000244571252648762,-0.006542748149102606,0.002093142058076314
2024-12-16,0.0012324025008660922,0.0014204716666650352,0.0,-0.0001666666666666483
2024-12-17,-0.0021528593633017845,-0.0006259191031163791,0.0,0.0
2024-12-18,0.01461034893997848,0.017417102836356113,0.0,0.007546518264626156
2024-12-19,-0.002088898563539998,-0.0021044998617436583,-0.0035441387886842035,-0.0007321533543086511
2024-12-20,-0.013700685706202198,0.0,-0.0005415288785024508,-0.004879172746823035
2024-12-23,-0.0025735705454514868,0.0,0.0026448563305976336,-0.0021971039398794856
2024-12-24,0.006517163144574845,0.0,0.0037929754290881856,0.0
2024-12-26,0.005297554651791714,0.0,-0.0001666666666666483,0.0
2024-12-27,-0.010107211951750905,0.0,0.0,0.0
2024-12-30,-0.03500787035163544,0.0,0.003539270417356688,0.0
2024-12-31,-0.004577635425988991,0.0,0.0005901735783113704,0.0
2025-01-02,-0.009561787700672286,0.0,-6.99452572536785e-05,-0.003218379615392397
2025-01-03,0.0031238669842259537,0.0,0.009636118442100994,-0.007935628775206927
2025-01-06,0.008976794761756723,-0.003173433430278094,0.010750439647182475,-0.003173433430278094
2025-01-07,0.010909551187367805,-0.0001666666666666483,0.0026630872636546066,-0.0001666666666666483
2025-01-08,0.0007257686334078972,-0.0035365919774120735,0.004736631056205143,-0.0035365919774120735
2025-01-10,0.002377111485408534,0.0011607747762167886,-0.010457686002624755,-0.0007472534115525731
2025-01-13,0.0026821244004404665,-0.0039828265196296675,-0.0025137482994018745,0.00022486196455284713
2025-01-14,-0.005711309912340368,-0.0001666666666666483,-0.001178644340972368,-0.004393764440575376
2025-01-15,0.0015644916581973867,0.0,0.02142586641964561,-0.021200906152362142
2025-01-16,-0.0010311961915572265,0.0,0.0,0.0
2025-01-17,-0.0008673965777936665,0.0,-7.63555401528393e-06,-0.0007702525290116391
2025-01-21,0.0006780393150107589,0.0021664961409486594,-0.006120784543417024,0.007746728514007817
2025-01-22,0.0035775446612722472,-0.0009093765731020831,0.0,-0.0007117629509009182
2025-01-23,-0.0017343563229973435,-0.0003333333333332966,0.0,-0.0001666666666666483
2025-01-24,-0.006708005512577331,0.0,0.001530756486539886,0.0
2025-01-27,0.011175208333968678,0.0,0.0005398907720286505,-0.0014538025492418782
2025-01-28,-0.001128857998178856,0.0,0.000347430249949765,-0.0003563958671963796
2025-01-29,-0.00403513607905559,0.0,-0.0006848948592165227,-0.0010381151454367243
